Tree	Node A-form	Node B-form	Node C-form	Node D-form	Node E-form	Node F-form	Node G-form	Node H-form	Node I-form	Node J-form	Node K-form	Node L-form	Node M-form	Node N-form	Node O-form	Node P-form	Node Q-form	Node R-form	Node S-form	Node T-form	Node U-form	Node V-form	Node W-form	Node X-form	Node Y-form	Node Z-form	Node A1-form	Node B1-form	Node C1-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node	MI	MI3	Dice	logDice	t-score	simple-LL
kam <advmod drugam	kam	drugam																												1	3.7	AB	"pattern {B [form=""drugam""]; A [form=""kam""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22drugam%22%5D%3B%20A%20%5Bform%3D%22kam%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	drugam	12.63	12.63	0.12	10.91	1.00	5.61
kar <advmod dobro	kar	dobro																												1	3.7	AB	"pattern {B [form=""dobro""]; A [form=""kar""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dobro%22%5D%3B%20A%20%5Bform%3D%22kar%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	dobro	2.26	2.26	0.00	5.86	0.79	-0.22
kar <advmod doma	kar	doma																												1	3.7	AB	"pattern {B [form=""doma""]; A [form=""kar""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22doma%22%5D%3B%20A%20%5Bform%3D%22kar%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	doma	3.77	3.77	0.00	6.09	0.93	0.42
kar <advmod moč	kar	moč																												1	3.7	AB	"pattern {B [form=""moč""]; A [form=""kar""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22mo%C4%8D%22%5D%3B%20A%20%5Bform%3D%22kar%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	moč	4.13	4.13	0.00	6.12	0.94	0.60
kar <advmod najbolje	kar	najbolje																												1	3.7	AB	"pattern {B [form=""najbolje""]; A [form=""kar""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22najbolje%22%5D%3B%20A%20%5Bform%3D%22kar%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	najbolje	5.17	5.17	0.00	6.18	0.97	1.17
kar <advmod najhitreje	kar	najhitreje																												1	3.7	AB	"pattern {B [form=""najhitreje""]; A [form=""kar""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22najhitreje%22%5D%3B%20A%20%5Bform%3D%22kar%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	najhitreje	8.26	8.26	0.00	6.23	1.00	2.98
kar <advmod naprej >conj (in <cc v <case vsem)	kar	naprej	in	v	vsem																									1	3.7	ABCDE	"pattern {B [form=""naprej""]; A [form=""kar""]; E [form=""vsem""]; C [form=""in""]; D [form=""v""]; B -[advmod]-> A; B -[conj]-> E; E -[cc]-> C; E -[case]-> D; B >> A; B << E; E >> C; E >> D} without {B -> X0} without {A -> X1} without {E -> X2} without {C -> X3} without {D -> X4}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22naprej%22%5D%3B%20A%20%5Bform%3D%22kar%22%5D%3B%20E%20%5Bform%3D%22vsem%22%5D%3B%20C%20%5Bform%3D%22in%22%5D%3B%20D%20%5Bform%3D%22v%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20C%3B%20E%20-%5Bcase%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BE%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D	5	naprej	26.18	26.18	0.00	2.79	1.00	13.76
kar <advmod nekaj >acl (ki <mark smo <aux ((bolj >conj (ali <cc manj)) <advmod pridno) <advmod pospravljali)	kar	nekaj	ki	smo	bolj	ali	manj	pridno	pospravljali																					1	3.7	ABCDEFGHI	"pattern {B [form=""nekaj""]; A [form=""kar""]; I [form=""pospravljali""]; C [form=""ki""]; D [form=""smo""]; H [form=""pridno""]; E [form=""bolj""]; G [form=""manj""]; F [form=""ali""]; B -[advmod]-> A; B -[acl]-> I; I -[mark]-> C; I -[aux]-> D; I -[advmod]-> H; H -[advmod]-> E; E -[conj]-> G; G -[cc]-> F; B >> A; B << I; I >> C; I >> D; I >> H; H >> E; E << G; G >> F} without {B -> X0} without {A -> X1} without {I -> X2} without {C -> X3} without {D -> X4} without {H -> X5} without {E -> X6} without {G -> X7} without {F -> X8}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22nekaj%22%5D%3B%20A%20%5Bform%3D%22kar%22%5D%3B%20I%20%5Bform%3D%22pospravljali%22%5D%3B%20C%20%5Bform%3D%22ki%22%5D%3B%20D%20%5Bform%3D%22smo%22%5D%3B%20H%20%5Bform%3D%22pridno%22%5D%3B%20E%20%5Bform%3D%22bolj%22%5D%3B%20G%20%5Bform%3D%22manj%22%5D%3B%20F%20%5Bform%3D%22ali%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bacl%5D-%3E%20I%3B%20I%20-%5Bmark%5D-%3E%20C%3B%20I%20-%5Baux%5D-%3E%20D%3B%20I%20-%5Badvmod%5D-%3E%20H%3B%20H%20-%5Badvmod%5D-%3E%20E%3B%20E%20-%5Bconj%5D-%3E%20G%3B%20G%20-%5Bcc%5D-%3E%20F%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20I%3B%20I%20%3E%3E%20C%3B%20I%20%3E%3E%20D%3B%20I%20%3E%3E%20H%3B%20H%20%3E%3E%20E%3B%20E%20%3C%3C%20G%3B%20G%20%3E%3E%20F%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BI%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BH%20-%3E%20X5%7D%20without%20%7BE%20-%3E%20X6%7D%20without%20%7BG%20-%3E%20X7%7D%20without%20%7BF%20-%3E%20X8%7D	9	nekaj	80.61	80.61	0.00	4.95	1.00	46.53
kar <advmod nekam	kar	nekam																												1	3.7	AB	"pattern {B [form=""nekam""]; A [form=""kar""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22nekam%22%5D%3B%20A%20%5Bform%3D%22kar%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	nekam	6.09	6.09	0.00	6.21	0.99	1.70
kar <advmod po <case domače	kar	po	domače																											1	3.7	ABC	"pattern {C [form=""domače""]; A [form=""kar""]; B [form=""po""]; C -[advmod]-> A; C -[case]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22doma%C4%8De%22%5D%3B%20A%20%5Bform%3D%22kar%22%5D%3B%20B%20%5Bform%3D%22po%22%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	domače	13.12	13.12	0.00	5.06	1.00	5.90
kar <advmod pošteno	kar	pošteno																												1	3.7	AB	"pattern {B [form=""pošteno""]; A [form=""kar""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22po%C5%A1teno%22%5D%3B%20A%20%5Bform%3D%22kar%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	pošteno	6.09	6.09	0.00	6.21	0.99	1.70
kar <advmod preveč	kar	preveč																												1	3.7	AB	"pattern {B [form=""preveč""]; A [form=""kar""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22preve%C4%8D%22%5D%3B%20A%20%5Bform%3D%22kar%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	preveč	3.94	3.94	0.00	6.11	0.93	0.50
kar <advmod vidno	kar	vidno																												1	3.7	AB	"pattern {B [form=""vidno""]; A [form=""kar""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22vidno%22%5D%3B%20A%20%5Bform%3D%22kar%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	vidno	5.94	5.94	0.00	6.20	0.98	1.61
kar <advmod vsevprek	kar	vsevprek																												1	3.7	AB	"pattern {B [form=""vsevprek""]; A [form=""kar""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22vsevprek%22%5D%3B%20A%20%5Bform%3D%22kar%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	vsevprek	7.68	7.68	0.00	6.23	1.00	2.63
kar <advmod štirikrat	kar	štirikrat																												1	3.7	AB	"pattern {B [form=""štirikrat""]; A [form=""kar""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22%C5%A1tirikrat%22%5D%3B%20A%20%5Bform%3D%22kar%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	štirikrat	7.26	7.26	0.00	6.22	0.99	2.39
kdaj <advmod drugič	kdaj	drugič																												1	3.7	AB	"pattern {B [form=""drugič""]; A [form=""kdaj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22drugi%C4%8D%22%5D%3B%20A%20%5Bform%3D%22kdaj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	drugič	8.86	8.86	0.04	9.22	1.00	3.34
kdo >fixed ve	kdo	ve																												1	3.7	AB	"pattern {A [form=""kdo""]; B [form=""ve""]; A -[fixed]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22kdo%22%5D%3B%20B%20%5Bform%3D%22ve%22%5D%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	kdo	6.52	6.52	0.02	8.12	0.99	1.95
kdove >fixed kakšnih	kdove	kakšnih																												1	3.7	AB	"pattern {A [form=""kdove""]; B [form=""kakšnih""]; A -[fixed]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22kdove%22%5D%3B%20B%20%5Bform%3D%22kak%C5%A1nih%22%5D%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	kdove	13.71	13.71	0.17	11.42	1.00	6.25
kdove >fixed katerikrat >advmod že	kdove	katerikrat	že																											1	3.7	ABC	"pattern {A [form=""kdove""]; B [form=""katerikrat""]; C [form=""že""]; A -[fixed]-> B; A -[advmod]-> C; A << B; A << C} without {A -> X0} without {B -> X1} without {C -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22kdove%22%5D%3B%20B%20%5Bform%3D%22katerikrat%22%5D%3B%20C%20%5Bform%3D%22%C5%BEe%22%5D%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20A%20-%5Badvmod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	kdove	25.91	25.91	0.01	6.44	1.00	13.60
kilometre <nmod daleč	kilometre	daleč																												1	3.7	AB	"pattern {B [form=""daleč""]; A [form=""kilometre""]; B -[nmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dale%C4%8D%22%5D%3B%20A%20%5Bform%3D%22kilometre%22%5D%3B%20B%20-%5Bnmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	daleč	13.27	13.27	0.07	10.19	1.00	5.99
kje >nmod vse	kje	vse																												1	3.7	AB	"pattern {A [form=""kje""]; B [form=""vse""]; A -[nmod]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22kje%22%5D%3B%20B%20%5Bform%3D%22vse%22%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	kje	4.52	4.52	0.01	6.37	0.96	0.81
kleno >conj (in <cc pokončno)	kleno	in	pokončno																											1	3.7	ABC	"pattern {A [form=""kleno""]; C [form=""pokončno""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22kleno%22%5D%3B%20C%20%5Bform%3D%22pokon%C4%8Dno%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	kleno	21.94	21.94	0.00	3.05	1.00	11.21
kmalu <advmod potem	kmalu	potem																												1	3.7	AB	"pattern {B [form=""potem""]; A [form=""kmalu""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22potem%22%5D%3B%20A%20%5Bform%3D%22kmalu%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	potem	5.73	5.73	0.01	7.59	0.98	1.49
kmalu <advmod zatem >appos (v <case začetku >nmod (leta >nummod 1683))	kmalu	zatem	v	začetku	leta	1683																								1	3.7	ABCDEF	"pattern {B [form=""zatem""]; A [form=""kmalu""]; D [form=""začetku""]; C [form=""v""]; E [form=""leta""]; F [form=""1683""]; B -[advmod]-> A; B -[appos]-> D; D -[case]-> C; D -[nmod]-> E; E -[nummod]-> F; B >> A; B << D; D >> C; D << E; E << F} without {B -> X0} without {A -> X1} without {D -> X2} without {C -> X3} without {E -> X4} without {F -> X5}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22zatem%22%5D%3B%20A%20%5Bform%3D%22kmalu%22%5D%3B%20D%20%5Bform%3D%22za%C4%8Detku%22%5D%3B%20C%20%5Bform%3D%22v%22%5D%3B%20E%20%5Bform%3D%22leta%22%5D%3B%20F%20%5Bform%3D%221683%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bappos%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20C%3B%20D%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bnummod%5D-%3E%20F%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20E%3B%20E%20%3C%3C%20F%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BD%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BE%20-%3E%20X4%7D%20without%20%7BF%20-%3E%20X5%7D	6	zatem	53.45	53.45	0.00	4.07	1.00	30.18
komaj <advmod malo <advmod več >advcl (kot <mark je <cop normalno)	komaj	malo	več	kot	je	normalno																								1	3.7	ABCDEF	"pattern {C [form=""več""]; A [form=""komaj""]; B [form=""malo""]; F [form=""normalno""]; D [form=""kot""]; E [form=""je""]; C -[advmod]-> A; C -[advmod]-> B; C -[advcl]-> F; F -[mark]-> D; F -[cop]-> E; C >> A; C >> B; C << F; F >> D; F >> E} without {C -> X0} without {A -> X1} without {B -> X2} without {F -> X3} without {D -> X4} without {E -> X5}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22ve%C4%8D%22%5D%3B%20A%20%5Bform%3D%22komaj%22%5D%3B%20B%20%5Bform%3D%22malo%22%5D%3B%20F%20%5Bform%3D%22normalno%22%5D%3B%20D%20%5Bform%3D%22kot%22%5D%3B%20E%20%5Bform%3D%22je%22%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20C%20-%5Badvcl%5D-%3E%20F%3B%20F%20-%5Bmark%5D-%3E%20D%3B%20F%20-%5Bcop%5D-%3E%20E%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20F%3B%20F%20%3E%3E%20D%3B%20F%20%3E%3E%20E%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BF%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D	6	več	44.19	44.19	0.00	3.31	1.00	24.60
komaj >fixed da	komaj	da																												1	3.7	AB	"pattern {A [form=""komaj""]; B [form=""da""]; A -[fixed]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22komaj%22%5D%3B%20B%20%5Bform%3D%22da%22%5D%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	komaj	2.12	2.12	0.00	3.47	0.77	-0.26
korak <nmod dlje	korak	dlje																												1	3.7	AB	"pattern {B [form=""dlje""]; A [form=""korak""]; B -[nmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dlje%22%5D%3B%20A%20%5Bform%3D%22korak%22%5D%3B%20B%20-%5Bnmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	dlje	10.74	10.74	0.08	10.36	1.00	4.47
kot <case (v <case enakem <det obdobju) <nmod lani	kot	v	enakem	obdobju	lani																									1	3.7	ABCDE	"pattern {E [form=""lani""]; A [form=""kot""]; D [form=""obdobju""]; B [form=""v""]; C [form=""enakem""]; E -[case]-> A; E -[nmod]-> D; D -[case]-> B; D -[det]-> C; E >> A; E >> D; D >> B; D >> C} without {E -> X0} without {A -> X1} without {D -> X2} without {B -> X3} without {C -> X4}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BE%20%5Bform%3D%22lani%22%5D%3B%20A%20%5Bform%3D%22kot%22%5D%3B%20D%20%5Bform%3D%22obdobju%22%5D%3B%20B%20%5Bform%3D%22v%22%5D%3B%20C%20%5Bform%3D%22enakem%22%5D%3B%20E%20-%5Bcase%5D-%3E%20A%3B%20E%20-%5Bnmod%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bdet%5D-%3E%20C%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BE%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BD%20-%3E%20X2%7D%20without%20%7BB%20-%3E%20X3%7D%20without%20%7BC%20-%3E%20X4%7D	5	lani	36.67	36.67	0.00	3.64	1.00	20.08
kot <case lani	kot	lani																												1	3.7	AB	"pattern {B [form=""lani""]; A [form=""kot""]; B -[case]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22lani%22%5D%3B%20A%20%5Bform%3D%22kot%22%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	lani	2.27	2.27	0.00	4.85	0.79	-0.22
kratko <advmod malo	kratko	malo																												1	3.7	AB	"pattern {B [form=""malo""]; A [form=""kratko""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22malo%22%5D%3B%20A%20%5Bform%3D%22kratko%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	malo	7.90	7.90	0.02	8.29	1.00	2.77
kulturno >conj (in <cc čustveno)	kulturno	in	čustveno																											1	3.7	ABC	"pattern {A [form=""kulturno""]; C [form=""čustveno""]; B [form=""in""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22kulturno%22%5D%3B%20C%20%5Bform%3D%22%C4%8Dustveno%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	kulturno	17.35	17.35	0.00	3.05	1.00	8.45
lani >conj (in <cc (v <case prvih <amod štirih <nummod mesecih) <nmod letos)	lani	in	v	prvih	štirih	mesecih	letos																							1	3.7	ABCDEFG	"pattern {A [form=""lani""]; G [form=""letos""]; B [form=""in""]; F [form=""mesecih""]; C [form=""v""]; D [form=""prvih""]; E [form=""štirih""]; A -[conj]-> G; G -[cc]-> B; G -[nmod]-> F; F -[case]-> C; F -[amod]-> D; F -[nummod]-> E; A << G; G >> B; G >> F; F >> C; F >> D; F >> E} without {A -> X0} without {G -> X1} without {B -> X2} without {F -> X3} without {C -> X4} without {D -> X5} without {E -> X6}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22lani%22%5D%3B%20G%20%5Bform%3D%22letos%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20F%20%5Bform%3D%22mesecih%22%5D%3B%20C%20%5Bform%3D%22v%22%5D%3B%20D%20%5Bform%3D%22prvih%22%5D%3B%20E%20%5Bform%3D%22%C5%A1tirih%22%5D%3B%20A%20-%5Bconj%5D-%3E%20G%3B%20G%20-%5Bcc%5D-%3E%20B%3B%20G%20-%5Bnmod%5D-%3E%20F%3B%20F%20-%5Bcase%5D-%3E%20C%3B%20F%20-%5Bamod%5D-%3E%20D%3B%20F%20-%5Bnummod%5D-%3E%20E%3B%20A%20%3C%3C%20G%3B%20G%20%3E%3E%20B%3B%20G%20%3E%3E%20F%3B%20F%20%3E%3E%20C%3B%20F%20%3E%3E%20D%3B%20F%20%3E%3E%20E%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BG%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BF%20-%3E%20X3%7D%20without%20%7BC%20-%3E%20X4%7D%20without%20%7BD%20-%3E%20X5%7D%20without%20%7BE%20-%3E%20X6%7D	7	lani	57.30	57.30	0.00	3.32	1.00	32.50
